folio,ordenpersona,ordenviaje,proposito,propositovc,origenactividadcomuna,lugaractividadcomuna,actividadempresa,tipoasiento,modoetapa1,cuadrascaminadasdespues,minutoscaminadosdespues,horallegadahora,horallegadaminuto,horavolviosalirhora,horavolviosalirminuto,coord_origenviaje,zona_origenviaje,sector_origenviaje,horasalida,zona_destinoviaje,sector_destinoviaje,horallegada,tiempoviaje,periodo,numeroetapasviaje,horamediaviaje,modoagregado,propositoagregado,factorexpansionv
10571,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,8,20,11,0,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:05:00,47,Residencial Perimetral,30-12-1899 8:20:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:12:30,Transporte privado,Otros,"25,053"
10571,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Comercio,Chofer,Auto,2,1,11,10,14,30,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 11:00:00,1,Borde Costero,30-12-1899 11:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:05:00,Transporte privado,Trabajo,"25,053"
10571,1,4,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,14,50,15,10,"-51.7257675, -72.5110081",1,4.Borde Costero,30-12-1899 14:30:00,32,Residencial Sur,30-12-1899 14:50:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:40:00,Transporte privado,Otros,"25,053"
10571,1,5,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,15,25,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 15:10:00,47,Residencial Perimetral,30-12-1899 15:25:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:17:30,Transporte privado,Otros,"25,053"
10571,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,1,1,8,1,15,10,"-51.74091,-72.47685",47,7.Residencial Perimetral,30-12-1899 7:40:00,32,Residencial Sur,30-12-1899 8:01:00,30-12-1899 0:21:00,Punta mañana (7:30-10-30),1,30-12-1899 7:50:30,Transporte privado,Estudio,"29,074"
10571,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,15,25,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 15:10:00,47,Residencial Perimetral,30-12-1899 15:25:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:17:30,Transporte privado,Otros,"29,074"
10581,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Desconocido,Servicio informal,0,0,4,10,15,30,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 4:00:00,42,Residencial Perimetral,30-12-1899 4:10:00,30-12-1899 0:10:00,Resto,1,30-12-1899 4:05:00,Transporte privado,Trabajo,"17,652"
10581,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,20,40,16,10,99,99,"-51.736168, -72.470313",42,7.Residencial Perimetral,30-12-1899 15:30:00,47,Residencial Perimetral,30-12-1899 16:10:00,30-12-1899 0:40:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:50:00,Caminata,Otros,"17,652"
10581,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Chofer,Auto,0,0,7,55,16,0,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 7:30:00,32,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Trabajo,"12,81"
10581,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,16,25,99,99,"-51.7293095, -72.4873015",32,5.Residencial Sur,30-12-1899 16:00:00,47,Residencial Perimetral,30-12-1899 16:25:00,30-12-1899 0:25:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:12:30,Transporte privado,Otros,"12,81"
10582,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,0,8,50,18,30,"-51.73839,-72.48495",47,7.Residencial Perimetral,30-12-1899 8:30:00,14,Centro,30-12-1899 8:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 8:40:00,Transporte privado,Trabajo,"19,133"
10582,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,18,49,99,99,"-51.7265771, -72.5013357999999",14,3.Centro,30-12-1899 18:30:00,47,Residencial Perimetral,30-12-1899 18:49:00,30-12-1899 0:19:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:39:30,Transporte privado,Otros,"19,133"
10591,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Educacion,Chofer,Auto,0,1,8,0,16,30,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 7:30:00,30,Residencial Central,30-12-1899 8:00:00,30-12-1899 0:30:00,Punta mañana (7:30-10-30),1,30-12-1899 7:45:00,Transporte privado,Trabajo,"12,81"
10591,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,50,99,99,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 16:30:00,47,Residencial Perimetral,30-12-1899 16:50:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:40:00,Transporte privado,Otros,"12,81"
10591,2,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,50,15,0,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 7:30:00,37,Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:40:00,Transporte privado,Estudio,"10,377"
10591,2,2,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,7,15,7,16,30,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 15:00:00,30,Residencial Central,30-12-1899 15:07:00,30-12-1899 0:07:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:03:30,Caminata,Otros,"10,377"
10591,2,3,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,16,50,99,99,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 16:30:00,47,Residencial Perimetral,30-12-1899 16:50:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:40:00,Transporte privado,Otros,"10,377"
10592,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,10,15,11,0,"-51.73974,-72.47695",47,7.Residencial Perimetral,30-12-1899 10:00:00,46,Residencial Perimetral,30-12-1899 10:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 10:07:30,Transporte privado,Otros,"21,265"
10592,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,15,99,99,"-51.7388491, -72.4904729",46,7.Residencial Perimetral,30-12-1899 11:00:00,47,Residencial Perimetral,30-12-1899 11:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:07:30,Transporte privado,Otros,"21,265"
10601,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Chofer,Auto,0,1,7,55,16,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,40,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Trabajo,"20,494"
10601,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,20,99,99,"-51.7342042999999, -72.480015",40,5.Residencial Sur,30-12-1899 16:00:00,48,Residencial Perimetral,30-12-1899 16:20:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:10:00,Transporte privado,Otros,"20,494"
10601,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Desconocido,Furgon escolar como pasajero,0,1,8,0,14,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:45:00,13,Centro,30-12-1899 8:00:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Transporte privado,Estudio,"16,601"
10601,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Desconocido,Furgon escolar como pasajero,0,1,14,15,99,99,"-51.7277885, -72.5045399999999",13,3.Centro,30-12-1899 14:00:00,48,Residencial Perimetral,30-12-1899 14:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 14:07:30,Transporte privado,Otros,"16,601"
10601,4,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,2,5,8,0,15,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,4,Centro,30-12-1899 8:00:00,30-12-1899 0:30:00,Punta mañana (7:30-10-30),1,30-12-1899 7:45:00,Trasnporte publico,Estudio,"16,601"
10601,4,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,0,1,15,25,99,99,"-51.7256757, -72.5045579",4,3.Centro,30-12-1899 15:00:00,48,Residencial Perimetral,30-12-1899 15:25:00,30-12-1899 0:25:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:12:30,Trasnporte publico,Otros,"16,601"
10602,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,7,50,7,55,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,32,Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:40:00,Transporte privado,Otros,"34,199"
10602,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,15,12,40,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:55:00,48,Residencial Perimetral,30-12-1899 8:15:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 8:05:00,Transporte privado,Otros,"34,199"
10602,1,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,0,13,5,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 12:40:00,32,Residencial Sur,30-12-1899 13:00:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 12:50:00,Transporte privado,Otros,"34,199"
10602,1,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,25,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:05:00,48,Residencial Perimetral,30-12-1899 13:25:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 13:15:00,Transporte privado,Otros,"34,199"
10602,1,5,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,30,16,10,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:20:00,Transporte privado,Otros,"34,199"
10602,1,6,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,30,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:10:00,48,Residencial Perimetral,30-12-1899 16:30:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:20:00,Transporte privado,Otros,"34,199"
10602,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Chofer,Auto,0,1,7,55,16,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,33,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:25:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Trabajo,"24,819"
10602,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,25,99,99,"-51.7292121, -72.4826933",33,5.Residencial Sur,30-12-1899 16:00:00,48,Residencial Perimetral,30-12-1899 16:25:00,30-12-1899 0:25:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:12:30,Transporte privado,Otros,"24,819"
10602,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,50,13,0,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 7:30:00,32,Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:40:00,Transporte privado,Estudio,"20,105"
10602,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,13,20,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,48,Residencial Perimetral,30-12-1899 13:20:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 13:10:00,Transporte privado,Otros,"20,105"
10602,3,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,30,16,30,"-51.73907,-72.47357",48,7.Residencial Perimetral,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:20:00,Transporte privado,Estudio,"20,105"
10602,3,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,16,50,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:30:00,48,Residencial Perimetral,30-12-1899 16:50:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:40:00,Transporte privado,Otros,"20,105"
10611,1,1,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,13,30,99,99,"-51.7390516, -72.4757625",47,7.Residencial Perimetral,30-12-1899 13:00:00,50,Residencial Sur,30-12-1899 13:30:00,30-12-1899 0:30:00,Mediodia (11:30-14:00),1,30-12-1899 13:15:00,Transporte privado,Otros,"7,956"
10612,1,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,7,30,7,35,"-51.73576,-72.48206",50,5.Residencial Sur,30-12-1899 7:20:00,13,Centro,30-12-1899 7:30:00,30-12-1899 0:10:00,Resto,1,30-12-1899 7:25:00,Transporte privado,Otros,"7,956"
10612,1,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,7,50,9,0,"-51.7291699, -72.5037202",13,3.Centro,30-12-1899 7:35:00,50,Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 7:42:30,Transporte privado,Otros,"7,956"
10612,1,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,9,20,9,25,"-51.73576,-72.48206",50,5.Residencial Sur,30-12-1899 9:00:00,0,Zona Externa,30-12-1899 9:20:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 9:10:00,Transporte privado,Otros,"7,956"
10612,1,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,9,30,11,45,"-51.6916336, -72.510493",0,0.Zona Externa,30-12-1899 9:25:00,50,Residencial Sur,30-12-1899 9:30:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 9:27:30,Transporte privado,Otros,"7,956"
10612,1,5,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,11,50,13,0,"-51.73576,-72.48206",50,5.Residencial Sur,30-12-1899 11:45:00,15,Residencial Central,30-12-1899 11:50:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 11:47:30,Transporte privado,Otros,"7,956"
10612,1,6,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,13,10,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 13:00:00,50,Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:05:00,Transporte privado,Otros,"7,956"
10622,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Otro,Pasajero,Auto,1,3,7,38,16,0,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 7:30:00,0,Zona Externa,30-12-1899 7:38:00,30-12-1899 0:08:00,Punta mañana (7:30-10-30),1,30-12-1899 7:34:00,Transporte privado,Trabajo,"23,741"
10622,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,2,5,16,15,99,99,"-51.7366334, -72.464697",0,0.Zona Externa,30-12-1899 16:00:00,50,Residencial Sur,30-12-1899 16:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:07:30,Trasnporte publico,Otros,"23,741"
10622,2,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Chofer,Auto,0,1,8,0,17,0,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 7:30:00,1,Borde Costero,30-12-1899 8:00:00,30-12-1899 0:30:00,Punta mañana (7:30-10-30),1,30-12-1899 7:45:00,Transporte privado,Trabajo,"33,54"
10622,2,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,10,99,99,"-51.7257675, -72.5110081",1,4.Borde Costero,30-12-1899 17:00:00,50,Residencial Sur,30-12-1899 17:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:05:00,Transporte privado,Otros,"33,54"
10622,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,53,14,30,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 7:30:00,35,Borde Costero,30-12-1899 7:53:00,30-12-1899 0:23:00,Punta mañana (7:30-10-30),1,30-12-1899 7:41:30,Transporte privado,Estudio,"13,085"
10622,3,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,9,20,14,50,17,0,"-51.73731, -72.50102",35,4.Borde Costero,30-12-1899 14:30:00,50,Residencial Sur,30-12-1899 14:50:00,30-12-1899 0:20:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:40:00,Caminata,Otros,"13,085"
10622,3,3,Recreacion,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,7,17,7,18,45,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 17:00:00,40,Residencial Sur,30-12-1899 17:07:00,30-12-1899 0:07:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:03:30,Caminata,Otros,"13,085"
10622,3,4,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,4,7,18,52,99,99,"-51.7352792999999, -72.4802873",40,5.Residencial Sur,30-12-1899 18:45:00,50,Residencial Sur,30-12-1899 18:52:00,30-12-1899 0:07:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:48:30,Caminata,Otros,"13,085"
10622,4,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,48,15,0,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 7:30:00,37,Residencial Sur,30-12-1899 7:48:00,30-12-1899 0:18:00,Punta mañana (7:30-10-30),1,30-12-1899 7:39:00,Transporte privado,Estudio,"13,085"
10622,4,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,7,10,15,10,99,99,"-51.7372146, -72.4939245",37,5.Residencial Sur,30-12-1899 15:00:00,50,Residencial Sur,30-12-1899 15:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:05:00,Caminata,Otros,"13,085"
10622,5,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,42,16,0,"-51.73604,-72.48347",50,5.Residencial Sur,30-12-1899 7:30:00,32,Residencial Sur,30-12-1899 7:42:00,30-12-1899 0:12:00,Punta mañana (7:30-10-30),1,30-12-1899 7:36:00,Transporte privado,Estudio,"13,085"
10622,5,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Desconocido,Furgon escolar como pasajero,0,1,16,10,99,99,"-51.732602, -72.4876709999999",32,5.Residencial Sur,30-12-1899 16:00:00,50,Residencial Sur,30-12-1899 16:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:05:00,Transporte privado,Otros,"13,085"
10631,1,1,Volver a casa,Visitar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,10,10,13,0,"-51.7261499, -72.50746",3,3.Centro,30-12-1899 10:00:00,50,Residencial Sur,30-12-1899 10:10:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 10:05:00,Transporte privado,Otros,"20,228"
10631,1,2,Visitar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,13,15,17,0,"-51.73513,-72.48146",50,5.Residencial Sur,30-12-1899 13:00:00,3,Centro,30-12-1899 13:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:07:30,Transporte privado,Otros,"20,228"
10631,1,3,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,17,15,17,45,"-51.7261499, -72.50746",3,3.Centro,30-12-1899 17:00:00,46,Residencial Perimetral,30-12-1899 17:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:07:30,Transporte privado,Otros,"20,228"
10631,1,4,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,0,18,0,99,99,"-51.7388491, -72.4904729",46,7.Residencial Perimetral,30-12-1899 17:45:00,50,Residencial Sur,30-12-1899 18:00:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:52:30,Transporte privado,Otros,"20,228"
10632,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,10,12,40,13,0,"-51.73513,-72.48146",50,5.Residencial Sur,30-12-1899 12:30:00,40,Residencial Sur,30-12-1899 12:40:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:35:00,Caminata,Otros,"7,956"
10632,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,2,10,13,10,99,99,"-51.7345070999999, -72.4824071",40,5.Residencial Sur,30-12-1899 13:00:00,50,Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:05:00,Caminata,Otros,"7,956"
10641,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Desconocido,Taxi colectivo,0,1,7,50,12,55,"-51.72798,-72.51091",1,4.Borde Costero,30-12-1899 7:30:00,25,Residencial Oriente,30-12-1899 7:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:40:00,Trasnporte publico,Trabajo,"5,229"
10641,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,0,1,13,10,13,50,"-51.7277929, -72.4821426",25,6.Residencial Oriente,30-12-1899 12:55:00,1,Borde Costero,30-12-1899 13:10:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Trasnporte publico,Otros,"5,229"
10641,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Salud,Desconocido,Taxi colectivo,0,1,14,0,17,0,"-51.72798,-72.51091",1,4.Borde Costero,30-12-1899 13:50:00,25,Residencial Oriente,30-12-1899 14:00:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:55:00,Trasnporte publico,Trabajo,"5,229"
10641,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Taxi colectivo,0,1,17,15,99,99,"-51.7277929, -72.4821426",25,6.Residencial Oriente,30-12-1899 17:00:00,1,Borde Costero,30-12-1899 17:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:07:30,Trasnporte publico,Otros,"5,229"
10642,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,10,10,12,30,"-51.72798,-72.51091",1,4.Borde Costero,30-12-1899 10:00:00,14,Centro,30-12-1899 10:10:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 10:05:00,Transporte privado,Otros,"4,283"
10642,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,12,35,14,0,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 12:30:00,1,Borde Costero,30-12-1899 12:35:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 12:32:30,Transporte privado,Otros,"4,283"
10642,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Chofer,Auto,0,1,14,15,18,0,"-51.72798,-72.51091",1,4.Borde Costero,30-12-1899 14:00:00,36,Residencial Sur,30-12-1899 14:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 14:07:30,Transporte privado,Trabajo,"4,283"
10642,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,10,99,99,"-51.7388529, -72.4972775",36,5.Residencial Sur,30-12-1899 18:00:00,1,Borde Costero,30-12-1899 18:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:05:00,Transporte privado,Otros,"4,283"
10651,1,1,Recreacion,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,30,19,45,"-51.72552,-72.50827",2,4.Borde Costero,30-12-1899 18:20:00,7,Residencial Norte,30-12-1899 18:30:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:25:00,Transporte privado,Otros,"9,492"
10651,1,2,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,20,0,99,99,"-51.7199833, -72.496258",7,1.Residencial Norte,30-12-1899 19:45:00,2,Borde Costero,30-12-1899 20:00:00,30-12-1899 0:15:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:52:30,Transporte privado,Otros,"9,492"
10651,2,1,Recreacion,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,18,30,19,45,"-51.72552,-72.50827",2,4.Borde Costero,30-12-1899 18:20:00,30,Residencial Central,30-12-1899 18:30:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:25:00,Transporte privado,Otros,"24,432"
