folio,ordenpersona,ordenviaje,proposito,propositovc,origenactividadcomuna,lugaractividadcomuna,actividadempresa,tipoasiento,modoetapa1,cuadrascaminadasdespues,minutoscaminadosdespues,horallegadahora,horallegadaminuto,horavolviosalirhora,horavolviosalirminuto,coord_origenviaje,zona_origenviaje,sector_origenviaje,horasalida,zona_destinoviaje,sector_destinoviaje,horallegada,tiempoviaje,periodo,numeroetapasviaje,horamediaviaje,modoagregado,propositoagregado,factorexpansionv
10011,3,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Comercio,Desconocido,Enteramente a pie,7,12,10,2,13,0,"-51.72601,-72.51146",1,4.Borde Costero,30-12-1899 9:50:00,4,Centro,30-12-1899 10:02:00,30-12-1899 0:12:00,Punta mañana (7:30-10-30),1,30-12-1899 9:56:00,Caminata,Trabajo,"8,531"
10011,3,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,7,15,13,15,14,50,"-51.726904, -72.5021146",4,3.Centro,30-12-1899 13:00:00,1,Borde Costero,30-12-1899 13:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:07:30,Caminata,Otros,"8,531"
10011,3,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Comercio,Desconocido,Enteramente a pie,7,10,15,0,19,30,"-51.72601,-72.51146",1,4.Borde Costero,30-12-1899 14:50:00,4,Centro,30-12-1899 15:00:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:55:00,Caminata,Trabajo,"8,531"
10011,3,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,7,10,19,40,99,99,"-51.726904, -72.5021146",4,3.Centro,30-12-1899 19:30:00,1,Borde Costero,30-12-1899 19:40:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:35:00,Caminata,Otros,"8,531"
10012,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,1,3,11,15,12,20,"-51.72601,-72.51146",1,4.Borde Costero,30-12-1899 11:00:00,14,Centro,30-12-1899 11:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 11:07:30,Transporte privado,Otros,"3,879"
10012,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Chofer,Auto,1,3,12,30,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 12:20:00,1,Borde Costero,30-12-1899 12:30:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 12:25:00,Transporte privado,Otros,"3,879"
10021,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Sector Publico,Chofer,Auto,0,1,7,55,13,0,"-51.72773,-72.50922",3,3.Centro,30-12-1899 7:40:00,14,Centro,30-12-1899 7:55:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 7:47:30,Transporte privado,Trabajo,"7,638"
10021,1,2,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,10,13,12,"-51.72655, -72.49956",14,3.Centro,30-12-1899 13:00:00,32,Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:05:00,Transporte privado,Otros,"7,638"
10021,1,3,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,20,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:12:00,3,Centro,30-12-1899 13:20:00,30-12-1899 0:08:00,Mediodia (11:30-14:00),1,30-12-1899 13:16:00,Transporte privado,Otros,"7,638"
10021,1,4,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,15,14,20,"-51.72773,-72.50922",3,3.Centro,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:15:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:12:30,Transporte privado,Otros,"7,638"
10021,1,5,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,15,0,17,15,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:20:00,3,Centro,30-12-1899 15:00:00,30-12-1899 0:40:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:40:00,Transporte privado,Otros,"7,638"
10021,1,6,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,20,17,25,"-51.72773,-72.50922",3,3.Centro,30-12-1899 17:15:00,32,Residencial Sur,30-12-1899 17:20:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:17:30,Transporte privado,Otros,"7,638"
10021,1,7,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,30,19,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:25:00,3,Centro,30-12-1899 17:30:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:27:30,Transporte privado,Otros,"7,638"
10021,1,8,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,10,19,12,"-51.72773,-72.50922",3,3.Centro,30-12-1899 19:00:00,8,Residencial Norte,30-12-1899 19:10:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:05:00,Transporte privado,Otros,"7,638"
10021,1,9,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,20,20,15,"-51.7220607, -72.4941486",8,1.Residencial Norte,30-12-1899 19:12:00,3,Centro,30-12-1899 19:20:00,30-12-1899 0:08:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:16:00,Transporte privado,Otros,"7,638"
10021,1,10,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,20,20,20,21,"-51.72773,-72.50922",3,3.Centro,30-12-1899 20:15:00,8,Residencial Norte,30-12-1899 20:20:00,30-12-1899 0:05:00,Resto,1,30-12-1899 20:17:30,Transporte privado,Otros,"7,638"
10021,1,11,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,20,30,99,99,"-51.7220607, -72.4941486",8,1.Residencial Norte,30-12-1899 20:21:00,3,Centro,30-12-1899 20:30:00,30-12-1899 0:09:00,Resto,1,30-12-1899 20:25:30,Transporte privado,Otros,"7,638"
10021,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,7,50,13,0,"-51.72773,-72.50922",3,3.Centro,30-12-1899 7:40:00,32,Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 7:45:00,Transporte privado,Estudio,"7,179"
10021,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,13,20,14,10,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,3,Centro,30-12-1899 13:20:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 13:10:00,Transporte privado,Otros,"7,179"
10021,3,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,15,17,15,"-51.72773,-72.50922",3,3.Centro,30-12-1899 14:10:00,32,Residencial Sur,30-12-1899 14:15:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:12:30,Transporte privado,Estudio,"7,179"
10021,3,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,17,30,19,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:15:00,3,Centro,30-12-1899 17:30:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:22:30,Transporte privado,Otros,"7,179"
10021,3,5,Recreacion,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,19,10,20,15,"-51.72773,-72.50922",3,3.Centro,30-12-1899 19:00:00,8,Residencial Norte,30-12-1899 19:10:00,30-12-1899 0:10:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:05:00,Transporte privado,Otros,"7,179"
10021,3,6,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,20,30,99,99,"-51.7220607, -72.4941486",8,1.Residencial Norte,30-12-1899 20:15:00,3,Centro,30-12-1899 20:30:00,30-12-1899 0:15:00,Resto,1,30-12-1899 20:22:30,Transporte privado,Otros,"7,179"
10022,4,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,3,5,12,5,12,30,"-51.72773,-72.50922",3,3.Centro,30-12-1899 12:00:00,14,Centro,30-12-1899 12:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 12:02:30,Caminata,Otros,"49,285"
10022,4,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,7,40,13,15,99,99,"-51.7267044, -72.4996918",14,3.Centro,30-12-1899 12:30:00,3,Centro,30-12-1899 13:15:00,30-12-1899 0:45:00,Mediodia (11:30-14:00),1,30-12-1899 12:52:30,Caminata,Otros,"49,285"
10031,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,2,7,45,19,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 7:00:00,39,Residencial Sur,30-12-1899 7:45:00,30-12-1899 0:45:00,Resto,1,30-12-1899 7:22:30,Transporte privado,Trabajo,"30,917"
10031,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,20,99,99,"-51.7323883, -72.4838190999999",39,5.Residencial Sur,30-12-1899 19:00:00,7,Residencial Norte,30-12-1899 19:20:00,30-12-1899 0:20:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:10:00,Transporte privado,Otros,"30,917"
10031,2,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,7,55,8,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 7:50:00,32,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Transporte privado,Otros,"30,003"
10031,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,8,5,8,40,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 8:00:00,7,Residencial Norte,30-12-1899 8:05:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:02:30,Transporte privado,Otros,"30,003"
10031,2,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,2,8,50,8,55,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 8:40:00,0,Zona Externa,30-12-1899 8:50:00,30-12-1899 0:10:00,Punta mañana (7:30-10-30),1,30-12-1899 8:45:00,Transporte privado,Otros,"30,003"
10031,2,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,9,0,9,50,"-51.710756,-72.508089",0,0.Zona Externa,30-12-1899 8:55:00,7,Residencial Norte,30-12-1899 9:00:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 8:57:30,Transporte privado,Otros,"30,003"
10031,2,5,Recreacion,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,1,3,9,57,10,45,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 9:50:00,30,Residencial Central,30-12-1899 9:57:00,30-12-1899 0:07:00,Punta mañana (7:30-10-30),1,30-12-1899 9:53:30,Transporte privado,Otros,"30,003"
10031,2,6,Volver a casa,Recreacion,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,11,0,12,40,"-51.7335943, -72.5000764",30,2.Residencial Central,30-12-1899 10:45:00,7,Residencial Norte,30-12-1899 11:00:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 10:52:30,Transporte privado,Otros,"30,003"
10031,2,7,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,12,45,13,15,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 12:40:00,32,Residencial Sur,30-12-1899 12:45:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 12:42:30,Transporte privado,Otros,"30,003"
10031,2,8,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,20,13,50,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:15:00,7,Residencial Norte,30-12-1899 13:20:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:17:30,Transporte privado,Otros,"30,003"
10031,2,9,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,2,14,10,14,15,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 13:50:00,0,Zona Externa,30-12-1899 14:10:00,30-12-1899 0:20:00,Mediodia (11:30-14:00),1,30-12-1899 14:00:00,Transporte privado,Otros,"30,003"
10031,2,10,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,20,14,30,"-51.710756,-72.508089",0,0.Zona Externa,30-12-1899 14:15:00,7,Residencial Norte,30-12-1899 14:20:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:17:30,Transporte privado,Otros,"30,003"
10031,2,11,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,35,14,40,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 14:30:00,32,Residencial Sur,30-12-1899 14:35:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:32:30,Transporte privado,Otros,"30,003"
10031,2,12,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,14,45,15,50,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:40:00,7,Residencial Norte,30-12-1899 14:45:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:42:30,Transporte privado,Otros,"30,003"
10031,2,13,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,15,55,16,10,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 15:50:00,32,Residencial Sur,30-12-1899 15:55:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 15:52:30,Transporte privado,Otros,"30,003"
10031,2,14,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,16,15,17,55,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:10:00,7,Residencial Norte,30-12-1899 16:15:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:12:30,Transporte privado,Otros,"30,003"
10031,2,15,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,0,18,5,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 17:55:00,38,Residencial Sur,30-12-1899 18:00:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:57:30,Transporte privado,Otros,"30,003"
10031,2,16,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,10,19,5,"-51.7336435, -72.4930546",38,5.Residencial Sur,30-12-1899 18:05:00,7,Residencial Norte,30-12-1899 18:10:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:07:30,Transporte privado,Otros,"30,003"
10031,2,17,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,10,19,15,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 19:05:00,38,Residencial Sur,30-12-1899 19:10:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:07:30,Transporte privado,Otros,"30,003"
10031,2,18,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,19,20,99,99,"-51.7336435, -72.4930546",38,5.Residencial Sur,30-12-1899 19:15:00,7,Residencial Norte,30-12-1899 19:20:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:17:30,Transporte privado,Otros,"30,003"
10031,3,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,3,7,55,13,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 7:50:00,32,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Transporte privado,Estudio,"21,514"
10031,3,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,13,5,14,20,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,7,Residencial Norte,30-12-1899 13:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Transporte privado,Otros,"21,514"
10031,3,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,3,14,25,16,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 14:20:00,32,Residencial Sur,30-12-1899 14:25:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 14:22:30,Transporte privado,Estudio,"21,514"
10031,3,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,16,10,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:00:00,7,Residencial Norte,30-12-1899 16:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:05:00,Transporte privado,Otros,"21,514"
10031,4,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,2,8,55,14,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 8:40:00,0,Zona Externa,30-12-1899 8:55:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:47:30,Transporte privado,Estudio,"27,547"
10031,4,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,14,10,17,55,"-51.710756,-72.508089",0,0.Zona Externa,30-12-1899 14:00:00,7,Residencial Norte,30-12-1899 14:10:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 14:05:00,Transporte privado,Otros,"27,547"
10031,4,3,Otra,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,18,0,19,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 17:55:00,4,Centro,30-12-1899 18:00:00,30-12-1899 0:05:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:57:30,Transporte privado,Otros,"27,547"
10031,4,4,Volver a casa,Otra,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,19,5,99,99,"-51.7263385, -72.5042138",4,3.Centro,30-12-1899 19:00:00,7,Residencial Norte,30-12-1899 19:05:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:02:30,Transporte privado,Otros,"27,547"
10031,5,1,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,3,7,55,13,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 7:50:00,32,Residencial Sur,30-12-1899 7:55:00,30-12-1899 0:05:00,Punta mañana (7:30-10-30),1,30-12-1899 7:52:30,Transporte privado,Estudio,"14,912"
10031,5,2,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,13,5,13,50,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,7,Residencial Norte,30-12-1899 13:05:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:02:30,Transporte privado,Otros,"14,912"
10031,5,3,Estudio,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,3,13,55,16,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 13:50:00,32,Residencial Sur,30-12-1899 13:55:00,30-12-1899 0:05:00,Mediodia (11:30-14:00),1,30-12-1899 13:52:30,Transporte privado,Estudio,"14,912"
10031,5,4,Volver a casa,Estudio,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,16,10,18,50,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:00:00,7,Residencial Norte,30-12-1899 16:10:00,30-12-1899 0:10:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 16:05:00,Transporte privado,Otros,"14,912"
10031,5,5,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Pasajero,Auto,0,0,18,55,19,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 18:50:00,38,Residencial Sur,30-12-1899 18:55:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 18:52:30,Transporte privado,Otros,"14,912"
10031,5,6,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Pasajero,Auto,0,1,19,5,99,99,"-51.7336435, -72.4930546",38,5.Residencial Sur,30-12-1899 19:00:00,7,Residencial Norte,30-12-1899 19:05:00,30-12-1899 0:05:00,Punta Tarde (18:00-20:00),1,30-12-1899 19:02:30,Transporte privado,Otros,"14,912"
10032,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,2,8,45,13,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 8:30:00,0,Zona Externa,30-12-1899 8:45:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:37:30,Transporte privado,Trabajo,"6,397"
10032,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,13,15,13,45,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 13:00:00,7,Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:07:30,Transporte privado,Otros,"6,397"
10032,1,3,Trabajo,No aplica,Puerto Natales,Puerto natales,Servicios,Chofer,Auto,0,2,14,0,18,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 13:45:00,0,Zona Externa,30-12-1899 14:00:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:52:30,Transporte privado,Trabajo,"6,397"
10032,1,4,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,18,15,99,99,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 18:00:00,7,Residencial Norte,30-12-1899 18:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 18:07:30,Transporte privado,Otros,"6,397"
10041,4,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Chofer,Auto,0,1,8,15,17,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 8:00:00,0,Zona Externa,30-12-1899 8:15:00,30-12-1899 0:15:00,Punta mañana (7:30-10-30),1,30-12-1899 8:07:30,Transporte privado,Trabajo,"30,917"
10041,4,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,15,99,99,"-51.697563,-72.525832",0,0.Zona Externa,30-12-1899 17:00:00,7,Residencial Norte,30-12-1899 17:15:00,30-12-1899 0:15:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:07:30,Transporte privado,Otros,"30,917"
10042,1,1,Trabajo,No aplica,Puerto Natales,Puerto natales,Industria,Chofer,Auto,0,5,7,50,17,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:30:00,0,Zona Externa,30-12-1899 7:50:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 7:40:00,Transporte privado,Trabajo,"13,125"
10042,1,2,Volver a casa,Trabajo,Puerto Natales,Puerto natales,,Chofer,Auto,0,1,17,30,99,99,"-51.7172003, -72.5053803",0,0.Zona Externa,30-12-1899 17:00:00,7,Residencial Norte,30-12-1899 17:30:00,30-12-1899 0:30:00,"Fuera de Punta (10:30-11:30, 14:00-18:00)",1,30-12-1899 17:15:00,Transporte privado,Otros,"13,125"
10042,2,1,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,5,8,7,58,8,1,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:50:00,22,Centro,30-12-1899 7:58:00,30-12-1899 0:08:00,Punta mañana (7:30-10-30),1,30-12-1899 7:54:00,Caminata,Otros,"16,961"
10042,2,2,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,5,8,8,10,12,45,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 8:01:00,7,Residencial Norte,30-12-1899 8:10:00,30-12-1899 0:09:00,Punta mañana (7:30-10-30),1,30-12-1899 8:05:30,Caminata,Otros,"16,961"
10042,2,3,Buscar o dejar a alguien,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,5,8,12,58,13,10,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 12:45:00,22,Centro,30-12-1899 12:58:00,30-12-1899 0:13:00,Mediodia (11:30-14:00),1,30-12-1899 12:51:30,Caminata,Otros,"16,961"
10042,2,4,Volver a casa,Buscar o dejar a alguien,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,5,8,13,20,99,99,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 13:10:00,7,Residencial Norte,30-12-1899 13:20:00,30-12-1899 0:10:00,Mediodia (11:30-14:00),1,30-12-1899 13:15:00,Caminata,Otros,"16,961"
10042,3,1,Estudio,No aplica,Puerto Natales,Punta Arenas,,Desconocido,Enteramente a pie,5,8,7,58,13,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:50:00,4,Centro,30-12-1899 7:58:00,30-12-1899 0:08:00,Punta mañana (7:30-10-30),1,30-12-1899 7:54:00,Caminata,Estudio,"15,572"
10042,3,2,Volver a casa,Estudio,Punta Arenas,Puerto natales,,Desconocido,Enteramente a pie,5,8,13,15,99,99,"-51.7274233, -72.5058857",4,3.Centro,30-12-1899 13:00:00,7,Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,Mediodia (11:30-14:00),1,30-12-1899 13:07:30,Caminata,Otros,"15,572"
10052,1,1,De compras,No aplica,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,13,15,10,20,12,0,"-51.72230,-72.49210",8,1.Residencial Norte,30-12-1899 10:00:00,14,Centro,30-12-1899 10:20:00,30-12-1899 0:20:00,Punta mañana (7:30-10-30),1,30-12-1899 10:10:00,Caminata,Otros,"7,737"
10052,1,2,Volver a casa,De compras,Puerto Natales,Puerto natales,,Desconocido,Enteramente a pie,13,15,12,30,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 12:00:00,8,Residencial Norte,30-12-1899 12:30:00,30-12-1899 0:30:00,Mediodia (11:30-14:00),1,30-12-1899 12:15:00,Caminata,Otros,"7,737"
