Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10222,4,2,7,3,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,GABRIELA MISTRAL,547,.,.,null,null,8,null,null,null,null,0,1,13,20,14,0,"-51.72754, -72.50086",14,3.Centro,30-12-1899 13:00:00,"-51.73218,-72.50952",20,3.Centro,30-12-1899 13:20:00,30-12-1899 0:20:00,null,3,1,30-12-1899 13:10:00,3,3,"15,536",,,,,,,,
10222,4,3,3,null,,NATALES,GABRIELA MISTRAL,547,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,null,null,8,null,null,null,null,0,1,14,15,17,0,"-51.73218,-72.50952",20,3.Centro,30-12-1899 14:00:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 14:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 14:07:30,3,2,"15,536",,,,,,,,
10222,4,4,7,3,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COL. PTO. NATALES,NATALES,GABRIELA MISTRAL,547,.,.,null,null,8,null,null,null,null,0,1,17,15,99,99,"-51.72754, -72.50086",14,3.Centro,30-12-1899 17:00:00,"-51.73218,-72.50952",20,3.Centro,30-12-1899 17:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:07:30,3,3,"15,536",,,,,,,,
10231,2,1,5,null,,NATALES,MAGALLANES,631,.,.,NATALES,JAVIERA CARRERA,SN,AVDA. ESPAÑA Y N. GUZMAN,CESFAM,null,1,1,null,null,null,null,0,2,12,10,12,50,"-51.73160,-72.50803",20,3.Centro,30-12-1899 12:00:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 12:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 12:05:00,3,3,"5,103",,,,,,,,
10231,2,2,7,5,,NATALES,JAVIERA CARRERA,SN,AVDA. ESPAÑA Y N. GUZMAN,CESFAM,NATALES,MAGALLANES,631,.,.,null,1,1,null,null,null,null,0,1,13,0,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 12:50:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 13:00:00,30-12-1899 0:10:00,null,3,1,30-12-1899 12:55:00,3,3,"5,103",,,,,,,,
10231,3,1,1,null,,NATALES,MAGALLANES,631,.,.,NATALES,I. CARRERA PINTO,SN,R. BARROS LUCO Y I. CARRERA,SERVICIO DE SALUD,3,null,13,null,null,null,null,3,5,8,56,13,5,"-51.73160,-72.50803",20,3.Centro,30-12-1899 8:50:00,"-51.7308707, -72.5056776",13,3.Centro,30-12-1899 8:56:00,30-12-1899 0:06:00,null,1,1,30-12-1899 8:53:00,1,1,"25,808",,,,,,,,
10231,3,2,7,1,,NATALES,I. CARRERA PINTO,SN,R. BARROS LUCO Y I. CARRERA,SERVICIO DE SALUD,NATALES,MAGALLANES,631,.,.,null,null,13,null,null,null,null,3,5,13,10,13,55,"-51.7308707, -72.5056776",13,3.Centro,30-12-1899 13:05:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 13:10:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:07:30,1,3,"25,808",,,,,,,,
10231,3,3,1,null,,NATALES,MAGALLANES,631,.,.,NATALES,I. CARRERA PINTO,SN,R. BARROS LUCO Y I. CARRERA,SERVICIO DE SALUD,3,1,1,null,null,null,null,0,1,14,0,17,0,"-51.73160,-72.50803",20,3.Centro,30-12-1899 13:55:00,"-51.7308707, -72.5056776",13,3.Centro,30-12-1899 14:00:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:57:30,3,1,"25,808",,,,,,,,
10231,3,4,13,null,,NATALES,I. CARRERA PINTO,SN,R. BARROS LUCO Y I. CARRERA,SERVICIO DE SALUD,NATALES,ARAUCO,SN,B. ENCALADA Y BAQUEDANO,GYM,null,1,1,null,null,null,null,0,1,17,15,19,0,"-51.7308707, -72.5056776",13,3.Centro,30-12-1899 17:00:00,"-51.7332765, -72.498417",30,2.Residencial Central,30-12-1899 17:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:07:30,3,3,"25,808",,,,,,,,
10231,3,5,7,13,,NATALES,ARAUCO,SN,B. ENCALADA Y BAQUEDANO,GYM,NATALES,MAGALLANES,631,.,.,null,1,1,null,null,null,null,0,1,19,10,99,99,"-51.7332765, -72.498417",30,2.Residencial Central,30-12-1899 19:00:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 19:10:00,30-12-1899 0:10:00,null,4,1,30-12-1899 19:05:00,3,3,"25,808",,,,,,,,
10232,1,1,8,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,null,null,8,null,null,null,null,0,1,7,50,7,55,"-51.73160,-72.50803",20,3.Centro,30-12-1899 7:40:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:45:00,3,3,"4,822",,,,,,,,
10232,1,2,7,8,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,NATALES,DIEGO PORTALES,606,.,.,null,null,8,null,null,null,null,0,1,8,10,17,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:55:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 8:10:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:02:30,3,3,"4,822",,,,,,,,
10232,1,3,8,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,null,null,8,null,null,null,null,0,1,17,5,17,10,"-51.73160,-72.50803",20,3.Centro,30-12-1899 17:00:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 17:02:30,3,3,"4,822",,,,,,,,
10232,1,4,7,8,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,NATALES,DIEGO PORTALES,606,.,.,null,null,8,null,null,null,null,0,1,17,15,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:10:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 17:15:00,30-12-1899 0:05:00,null,2,1,30-12-1899 17:12:30,3,3,"4,822",,,,,,,,
10232,2,1,1,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,AVDA. ESPAÑA,1650,J. CARRERA Y AVDA. U. ESPERA,HOSPITAL DE NATALES,3,1,1,null,null,null,null,0,2,7,58,13,0,"-51.73160,-72.50803",20,3.Centro,30-12-1899 7:50:00,"-51.7250269, -72.4967674",9,2.Residencial Central,30-12-1899 7:58:00,30-12-1899 0:08:00,null,1,1,30-12-1899 7:54:00,3,1,"5,103",,,,,,,,
10232,2,2,8,null,,NATALES,AVDA. ESPAÑA,1650,J. CARRERA Y AVDA. U. ESPERA,HOSPITAL DE NATALES,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,null,1,1,null,null,null,null,0,1,13,5,13,10,"-51.7250269, -72.4967674",9,2.Residencial Central,30-12-1899 13:00:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:02:30,3,3,"5,103",,,,,,,,
10232,2,3,7,8,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO,NATALES,DIEGO PORTALES,606,.,.,null,1,1,null,null,null,null,0,1,13,15,14,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:10:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 13:15:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:12:30,3,3,"5,103",,,,,,,,
10232,2,4,1,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,AVDA. ESPAÑA,1650,J. CARRERA Y AVDA. U. ESPERA,HOSPITAL DE NATALES,3,1,1,null,null,null,null,0,2,14,10,17,0,"-51.73160,-72.50803",20,3.Centro,30-12-1899 14:00:00,"-51.7250269, -72.4967674",9,2.Residencial Central,30-12-1899 14:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 14:05:00,3,1,"5,103",,,,,,,,
10232,2,5,7,1,,NATALES,AVDA. ESPAÑA,1650,J. CARRERA Y AVDA. U. ESPERA,HOSPITAL DE NATALES,NATALES,DIEGO PORTALES,606,.,.,null,1,1,null,null,null,null,0,1,17,15,99,99,"-51.7250269, -72.4967674",9,2.Residencial Central,30-12-1899 17:00:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 17:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:07:30,3,3,"5,103",,,,,,,,
10232,3,1,3,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO PTO. NATALES,null,null,8,null,null,null,null,0,2,7,50,13,0,"-51.73160,-72.50803",20,3.Centro,30-12-1899 7:40:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:45:00,3,2,"8,135",,,,,,,,
10232,3,2,7,3,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO PTO. NATALES,NATALES,DIEGO PORTALES,606,.,.,null,2,1,null,null,null,null,0,1,13,15,14,0,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 13:00:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"8,135",,,,,,,,
10232,3,3,3,null,,NATALES,DIEGO PORTALES,606,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO PTO. NATALES,null,2,1,null,null,null,null,0,2,14,10,17,0,"-51.73160,-72.50803",20,3.Centro,30-12-1899 14:00:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 14:05:00,3,2,"8,135",,,,,,,,
10232,3,4,7,3,,NATALES,SIMON BOLIVAR,1463,OVEJERO Y D AGOSTINI,COLEGIO PTO. NATALES,NATALES,DIEGO PORTALES,606,.,.,null,null,8,null,null,null,null,0,1,17,15,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:00:00,"-51.73160,-72.50803",20,3.Centro,30-12-1899 17:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:07:30,3,3,"8,135",,,,,,,,
10241,1,1,1,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,4,2,1,null,null,null,null,0,0,8,0,13,0,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 7:45:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 8:00:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:52:30,3,1,"10,312",,,,,,,,
10241,1,2,7,9,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,NATALES,CHORRILLOS,1132,.,.,null,2,1,null,null,null,null,0,0,13,15,14,45,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 13:00:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"10,312",,,,,,,,
10241,1,3,1,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,4,2,1,null,null,null,null,0,0,15,0,17,30,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 14:45:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 15:00:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:52:30,3,1,"10,312",,,,,,,,
10241,1,4,7,2,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,NATALES,CHORRILLOS,1132,.,.,null,2,1,null,null,null,null,0,0,17,45,99,99,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 17:30:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 17:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:37:30,3,3,"10,312",,,,,,,,
10241,2,1,9,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,null,1,1,null,null,null,null,0,0,8,0,8,2,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 7:45:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 8:00:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:52:30,3,3,"10,626",,,,,,,,
10241,2,2,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,NATALES,CHORRILLOS,1132,.,.,null,1,1,null,null,null,null,0,0,8,15,12,45,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 8:02:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 8:15:00,30-12-1899 0:13:00,null,1,1,30-12-1899 8:08:30,3,3,"10,626",,,,,,,,
10241,2,3,8,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,null,1,1,null,null,null,null,0,0,13,0,13,5,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 12:45:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 13:00:00,30-12-1899 0:15:00,null,3,1,30-12-1899 12:52:30,3,3,"10,626",,,,,,,,
10241,2,4,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,NATALES,CHORRILLOS,1132,.,.,null,1,1,null,null,null,null,0,0,13,20,14,46,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 13:05:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 13:20:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:12:30,3,3,"10,626",,,,,,,,
10241,2,5,8,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,null,1,1,null,null,null,null,0,0,15,0,15,5,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 14:46:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 15:00:00,30-12-1899 0:14:00,null,2,1,30-12-1899 14:53:00,3,3,"10,626",,,,,,,,
10241,2,6,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLEROS,NATALES,CHORRILLOS,1132,.,.,null,1,1,null,null,null,null,0,0,15,20,17,15,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 15:05:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 15:20:00,30-12-1899 0:15:00,null,2,1,30-12-1899 15:12:30,3,3,"10,626",,,,,,,,
10241,2,7,8,null,,NATALES,CHORRILLOS,1132,.,.,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLERO,null,1,1,null,null,null,null,0,0,17,30,17,35,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 17:15:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 17:30:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:22:30,3,3,"10,626",,,,,,,,
10241,2,8,7,8,,NATALES,SARMIENTO,1484,OVEJERO,ESCUELA JUAN LADRILLERO,NATALES,CHORRILLOS,1132,.,.,null,1,1,null,null,null,null,0,0,17,50,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 17:35:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 17:50:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:42:30,3,3,"10,626",,,,,,,,
10242,1,1,11,null,,NATALES,VICTOR LARENAS,535,.,.,NATALES,BULNES,0,BAQUEDANO,SUPERMERCADO,null,null,7,null,null,null,null,0,1,10,0,11,30,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 9:30:00,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 10:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 9:45:00,4,3,"9,073",,,,,,,,
10242,1,2,6,null,,NATALES,BULNES,0,BAQUEDANO,SUPERMERCADO,NATALES,AV.ESPAÑA,0,ULTIMA ESPERANZA,HOSPITAL,null,null,7,null,null,null,null,1,5,11,40,15,0,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 11:30:00,"-51.7320762, -72.4767716",42,7.Residencial Perimetral,30-12-1899 11:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 11:35:00,4,3,"9,073",,,,,,,,
10242,1,3,7,6,,NATALES,AV.ESPAÑA,0,ULTIMA ESPERANZA,HOSPITAL,NATALES,VICTOR LARENAS,535,.,.,null,null,7,null,null,null,null,0,1,15,10,99,99,"-51.7320762, -72.4767716",42,7.Residencial Perimetral,30-12-1899 15:00:00,"-51.72840,-72.49279",23,2.Residencial Central,30-12-1899 15:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 15:05:00,4,3,"9,073",,,,,,,,
10251,1,1,1,null,,NATALES,BALMACEDA,639,.,.,NATALES,BULNES,1297,MCLEAN,GOMPLAS,2,2,1,null,null,null,null,0,0,9,10,13,15,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 9:00:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 9:10:00,30-12-1899 0:10:00,null,1,1,30-12-1899 9:05:00,3,1,"56,342",,,,,,,,
10251,1,2,7,2,,NATALES,BULNES,1297,MCLEAN,GOMPLAS,NATALES,BALMACEDA,639,.,.,null,null,13,null,null,null,null,4,10,13,25,14,40,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 13:15:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 13:25:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:20:00,1,3,"56,342",,,,,,,,
10251,1,3,1,null,,NATALES,BALMACEDA,639,.,.,NATALES,BULNES,1297,MCLEAN,GOMPLAS,2,2,1,null,null,null,null,0,0,14,55,18,20,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 14:40:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 14:55:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:47:30,3,1,"56,342",,,,,,,,
10251,1,4,7,2,,NATALES,BULNES,1297,MCLEAN,GOMPLAS,NATALES,BALMACEDA,639,.,.,null,2,1,null,null,null,null,0,0,18,30,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 18:20:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:30:00,30-12-1899 0:10:00,null,4,1,30-12-1899 18:25:00,3,3,"56,342",,,,,,,,
10251,2,1,8,null,,NATALES,BALMACEDA,639,.,.,NATALES,BULNES,1297,MCLEAN,GOMPLAS,null,1,1,null,null,null,null,0,0,9,10,9,15,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 9:00:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 9:10:00,30-12-1899 0:10:00,null,1,1,30-12-1899 9:05:00,3,3,"24,107",,,,,,,,
10251,2,2,7,8,,NATALES,BULNES,1297,MCLEAN,GOMPLAS,NATALES,BALMACEDA,639,.,.,null,1,1,null,null,null,null,0,0,9,25,18,5,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 9:15:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 9:25:00,30-12-1899 0:10:00,null,1,1,30-12-1899 9:20:00,3,3,"24,107",,,,,,,,
10251,2,3,8,null,,NATALES,BALMACEDA,639,.,.,NATALES,BULNES,1297,MCLEAN,GOMPLAS,null,1,1,null,null,null,null,0,0,18,13,18,20,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:05:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 18:13:00,30-12-1899 0:08:00,null,4,1,30-12-1899 18:09:00,3,3,"24,107",,,,,,,,
10251,2,4,7,8,,NATALES,BULNES,1297,MCLEAN,GOMPLAS,NATALES,BALMACEDA,639,.,.,null,1,1,null,null,null,null,0,0,18,30,99,99,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 18:20:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:30:00,30-12-1899 0:10:00,null,4,1,30-12-1899 18:25:00,3,3,"24,107",,,,,,,,
10252,1,1,6,null,,NATALES,BENJAMIN ZAMORA,696,.,.,NATALES,BENJAMIN ZAMORA,0,YUNGAI,CASA HERMANA,null,null,13,null,null,null,null,2,5,14,35,18,0,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 14:30:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 14:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:32:30,1,3,"7,123",,,,,,,,
10252,1,2,7,6,,NATALES,BENJAMIN ZAMORA,0,YUNGAI,CASA HERMANA,NATALES,BENJAMIN ZAMORA,696,.,.,null,null,13,null,null,null,null,2,5,18,5,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:00:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 18:02:30,1,3,"7,123",,,,,,,,
10252,2,1,8,null,,NATALES,BENJAMIN ZAMORA,696,.,.,NATALES,SIMON BOLIVAR,0,21 MAYO,COLEGIO,null,1,1,null,null,null,null,0,1,8,35,8,36,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 8:30:00,"-51.728835, -72.4886221",32,5.Residencial Sur,30-12-1899 8:35:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:32:30,3,3,"29,787",,,,,,,,
10252,2,2,7,8,,NATALES,SIMON BOLIVAR,0,21 MAYO,COLEGIO,NATALES,BENJAMIN ZAMORA,696,.,.,null,1,1,null,null,null,null,0,1,8,42,17,45,"-51.728835, -72.4886221",32,5.Residencial Sur,30-12-1899 8:36:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 8:42:00,30-12-1899 0:06:00,null,1,1,30-12-1899 8:39:00,3,3,"29,787",,,,,,,,
10252,2,3,11,null,,NATALES,BENJAMIN ZAMORA,696,.,.,NATALES,CARLOS IBAÑEZ,0,SAN MARTIN,SUPERMERDADO,null,1,1,null,null,null,null,0,1,18,0,18,40,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 17:45:00,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 18:00:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:52:30,3,3,"29,787",,,,,,,,
10252,2,4,7,11,,NATALES,CARLOS IBAÑEZ,0,SAN MARTIN,SUPERMERDADO,NATALES,BENJAMIN ZAMORA,696,.,.,null,1,1,null,null,null,null,0,1,18,55,99,99,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 18:40:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:55:00,30-12-1899 0:15:00,null,4,1,30-12-1899 18:47:30,3,3,"29,787",,,,,,,,
10252,3,1,1,null,,NATALES,BENJAMIN ZAMORA,696,.,.,NATALES,PEDRO MONTT,0,YUNGAI,EDIFICIOS EN CONSTRUCCION,1,null,13,null,null,null,null,8,15,8,45,18,0,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 8:30:00,"-51.7306806, -72.5012881",22,3.Centro,30-12-1899 8:45:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:37:30,1,1,"29,787",,,,,,,,
10252,3,2,7,1,,NATALES,PEDRO MONTT,0,YUNGAI,EDIFICIOS EN CONSTRUCCION,NATALES,BENJAMIN ZAMORA,696,.,.,null,null,13,null,null,null,null,8,15,18,15,99,99,"-51.7306806, -72.5012881",22,3.Centro,30-12-1899 18:00:00,"-51.72963,-72.49404",23,2.Residencial Central,30-12-1899 18:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 18:07:30,1,3,"29,787",,,,,,,,
10261,1,1,1,null,,NATALES,GALVARINO,544,.,.,NATALES,GALVARINO,544,OHIGGINS,GASFITERIA SALFA,1,null,13,null,null,null,null,15,30,8,20,18,0,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 7:45:00,"-51.7290368, -72.4965929999999",23,2.Residencial Central,30-12-1899 8:20:00,30-12-1899 0:35:00,null,1,1,30-12-1899 8:02:30,1,1,"10,626",,,,,,,,
10261,1,2,7,1,,NATALES,GALVARINO,544,OHIGGINS,GASFITERIA SALFA,NATALES,GALVARINO,544,.,.,null,null,13,null,null,null,null,15,30,18,30,19,0,"-51.7290368, -72.4965929999999",23,2.Residencial Central,30-12-1899 18:00:00,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 18:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 18:15:00,1,3,"10,626",,,,,,,,
10261,1,3,1,null,,NATALES,GALVARINO,544,.,.,NATALES,SAN MARTIN,961,SABARINO,GASFITERIA A CASA PARTICULAR,6,null,3,null,null,null,null,12,15,19,20,21,30,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 19:00:00,"-51.73581, -72.4859199",49,5.Residencial Sur,30-12-1899 19:20:00,30-12-1899 0:20:00,null,4,1,30-12-1899 19:10:00,2,1,"10,626",,,,,,,,
10261,1,4,7,1,,NATALES,SAN MARTIN,961,SABARINO,GASFITERIA A CASA PARTICULAR,NATALES,GALVARINO,544,.,.,null,null,3,null,null,null,null,12,15,21,45,99,99,"-51.73581, -72.4859199",49,5.Residencial Sur,30-12-1899 21:30:00,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 21:45:00,30-12-1899 0:15:00,null,5,1,30-12-1899 21:37:30,2,3,"10,626",,,,,,,,
10261,2,1,5,null,,NATALES,GALVARINO,544,.,.,NATALES,JAVIERA CARRERA,0,AV ESPAÑA,CESFAM,null,null,8,null,null,null,null,0,1,11,10,12,10,"-51.72894,-72.49609",23,2.Residencial Central,30-12-1899 10:45:00,"-51.7255624, -72.4914435",15,2.Residencial Central,30-12-1899 11:10:00,30-12-1899 0:25:00,null,2,1,30-12-1899 10:57:30,3,3,"12,027",,,,,,,,
